38 75
20 22 74
22 36 54
18 23 25
13 23 33
10 22 7
25 33 41
8 12 30
4 34 88
17 34 72
14 28 9
15 15 67
5 35 22
14 16 86
7 21 22
24 31 3
21 34 45
25 33 58
8 24 4
10 15 93
7 11 9
6 21 82
31 35 23
15 28 21
21 38 2
7 11 10
19 36 34
1 3 43
22 28 65
8 36 35
31 37 21
13 33 94
14 17 19
1 19 27
23 30 15
12 20 24
19 24 47
36 38 11
8 31 20
20 25 60
5 29 43
4 17 1
14 17 48
2 11 29
3 18 62
16 28 81
23 23 61
11 12 2
21 27 51
21 38 34
15 22 14
1 29 65
1 17 44
5 12 28
21 21 19
22 28 8
5 10 64
15 36 96
4 16 63
30 37 57
6 10 90
7 19 51
6 34 12
2 19 9
24 29 43
15 23 76
15 29 14
18 22 35
30 33 82
13 28 25
11 12 79
10 10 62
17 20 6
13 21 27
28 34 22
19 36 41
