77951 80783
8360 43342 0
48638 69612 7
6505 29703 7
12365 41283 5
15665 75452 3
34015 58436 1
1744 70892 7
38910 48997 4
20805 50377 9
43874 76664 3
40737 69015 6
7984 53014 0
47445 77775 2
51538 62401 5
4928 23411 0
17708 52261 1
13507 70358 2
35377 52730 7
19552 76102 5
41625 65278 5
55898 67098 2
48681 62575 4
6471 17239 3
49935 72402 9
108 46439 0
26048 58972 4
34673 68788 3
9071 36098 5
4558 71904 0
11171 69447 8
56547 68349 2
686 68068 0
51736 71232 5
46350 74835 5
581 52581 6
6466 44627 2
55502 75148 0
17826 54419 7
9944 61015 4
28873 44425 7
14200 74510 9
1874 72093 2
5148 68770 1
12780 62992 1
3164 14733 6
3888 75401 8
3465 23775 6
13262 47951 7
50750 77560 4
2707 59848 7
8551 73759 0
7180 72544 6
6279 46212 8
33245 46440 2
2709 48541 2
4894 50603 9
10057 55098 0
17443 61224 0
14784 48102 8
22060 67404 8
9237 58788 6
11955 67906 9
60754 73541 9
29509 70041 9
11889 27875 8
450 15873 8
37597 76748 6
19768 41441 2
44142 58836 9
14338 61323 6
28560 58437 1
9088 53550 0
40612 62244 1
37963 73451 5
15249 28656 5
11957 41631 7
22006 71418 0
12289 22346 5
14146 62602 6
53997 68588 0
10371 57469 2
18960 51263 4
26095 61382 3
12329 29916 1
22725 42276 1
8340 42672 0
8156 62992 8
3012 58541 4
1214 38700 6
14336 76794 5
52944 68389 8
25885 38470 1
4655 24090 0
11304 52948 4
39327 52848 6
3098 22961 0
41014 60558 3
28669 76404 8
17494 32313 5
30829 64405 8
34130 69891 3
2291 43143 9
12193 44819 1
48110 75545 8
2278 18783 6
10529 55536 7
24259 54535 7
27102 67319 4
3146 43153 5
3726 24532 3
24047 74284 0
8687 59544 1
1967 14827 6
47684 65332 2
47103 58515 1
49707 68697 6
3180 21508 0
20334 67448 9
40297 72452 8
22211 75621 6
56168 76423 8
6128 39497 5
29020 44740 1
1 59831 2
9948 23312 9
13358 24673 9
10406 58030 9
26699 46169 1
9299 71675 3
18721 74248 8
5754 57527 3
43304 55146 9
32180 60161 5
9759 51591 0
1514 61029 8
3148 21107 3
1380 17654 7
26488 73462 5
6197 68423 0
3801 39645 6
11902 27688 4
12747 41854 1
10744 30694 6
32248 61014 2
18730 44469 8
29770 55396 3
2568 40720 2
49384 75553 5
33860 44852 8
6932 75213 2
16618 53039 1
28610 76702 8
5387 38289 8
3677 52301 0
20648 77080 3
40190 69567 3
28646 43496 5
6766 41917 3
27117 55588 0
17730 60983 7
28968 38981 4
37864 55312 4
9701 41448 3
20688 74853 3
21852 52595 9
36021 72499 4
30222 72387 0
43778 77913 9
33154 56294 2
5744 17685 2
3175 68970 2
4055 74632 8
36741 76574 9
8351 68648 4
17785 67318 2
28530 47548 2
42585 60605 0
40700 72997 8
56765 68326 8
14250 54253 4
46159 68641 8
56734 74403 2
4698 51075 7
22654 65524 6
4412 27101 3
47123 57726 4
14662 57326 8
8498 29171 7
27812 76572 0
6269 60670 1
19471 40065 2
34016 45252 3
40383 60917 1
41288 72043 6
2331 28485 8
13178 67033 4
24879 56649 9
32125 52271 7
2937 64950 9
47014 59762 0
23268 42742 4
25793 46713 4
7178 27054 9
24407 44640 8
38894 54629 1
41094 77588 7
3804 34365 2
43002 73345 0
20843 70989 3
49980 74359 2
11167 67969 4
1532 36489 8
12436 26406 3
33908 49299 3
