1000 50000
604 158 84
669 365 31
564 360 20
231 314 37
657 312 83
418 647 78
25 778 55
429 313 35
787 542 33
216 755 23
799 192 16
999 620 41
332 155 81
718 783 59
874 837 97
925 794 38
817 825 41
774 348 68
378 305 40
550 209 89
262 691 86
625 16 94
20 855 63
609 431 69
558 350 42
944 797 77
422 972 68
99 321 13
709 113 40
354 105 27
373 789 24
22 894 60
744 291 4
971 470 37
1 311 54
839 514 88
842 179 2
929 922 8
949 711 91
797 238 69
479 679 41
519 822 87
218 914 53
622 348 49
426 392 75
180 241 37
675 459 34
259 718 91
321 786 42
666 788 19
600 810 89
977 454 7
781 703 34
754 174 16
45 226 70
105 309 38
381 99 23
773 271 6
714 208 36
319 222 8
706 327 98
626 87 18
315 657 56
20 322 32
635 224 54
317 294 44
375 579 21
806 733 12
616 639 35
940 91 74
524 832 49
901 661 48
433 160 48
778 616 68
495 504 100
318 919 62
342 101 10
510 386 16
118 574 26
378 980 69
926 203 5
930 3 93
280 952 68
813 518 100
515 698 80
455 730 98
689 777 99
481 117 87
122 568 35
662 544 79
577 1 50
851 911 31
582 308 91
30 330 88
51 794 3
96 948 89
666 507 68
771 353 46
903 382 69
104 318 2
454 971 82
104 652 98
813 405 58
231 585 29
657 169 79
73 615 91
202 126 28
327 513 63
76 260 96
978 723 20
88 520 60
455 490 96
843 191 60
181 26 58
77 185 7
587 799 74
780 184 68
709 615 77
418 874 68
944 262 85
702 203 26
76 641 26
39 559 1
658 760 26
118 175 64
783 174 10
132 505 38
208 843 94
537 101 64
478 700 82
784 926 16
460 409 42
103 598 52
759 472 83
315 582 46
558 768 39
620 700 81
627 905 90
934 318 64
128 954 17
584 390 57
749 195 7
744 615 54
537 925 90
566 175 7
472 774 16
312 461 75
701 978 90
23 878 33
760 87 9
664 554 13
841 328 79
254 341 3
37 580 63
958 955 73
777 432 60
907 75 4
774 379 91
227 280 74
100 456 88
842 844 14
642 313 30
526 686 61
453 866 82
747 822 31
430 69 6
832 39 32
905 509 21
938 908 5
724 581 21
416 414 10
966 145 19
142 37 93
272 589 10
438 550 38
680 373 80
900 756 81
980 837 66
218 770 34
651 747 51
356 344 67
219 713 53
644 19 56
935 496 41
817 379 90
383 562 64
867 792 40
325 382 99
146 164 71
453 954 29
865 167 47
941 60 46
133 655 99
102 553 10
731 151 73
681 802 55
129 858 49
334 524 44
963 512 36
57 632 27
250 672 95
134 275 100
448 455 98
351 166 22
639 808 50
972 129 30
915 733 85
283 524 22
685 373 21
904 222 92
625 478 26
614 82 7
811 286 5
478 814 42
974 229 81
592 886 39
37 669 95
993 561 73
974 636 1
101 34 33
732 169 19
764 723 38
204 406 35
898 805 32
379 438 58
658 11 31
38 856 22
202 728 64
113 874 37
573 158 86
492 737 91
853 81 21
436 889 75
856 724 56
942 248 56
669 386 33
442 904 78
623 103 46
750 924 90
626 457 80
303 531 63
212 289 83
8 67 93
829 743 72
900 160 40
994 765 94
486 398 69
831 850 37
85 107 43
747 619 31
720 529 21
369 941 84
312 523 62
260 846 12
182 814 73
83 301 6
891 538 35
862 816 64
743 465 94
847 165 100
140 223 76
901 282 13
612 91 87
669 449 55
80 381 42
2 791 4
107 297 8
663 116 8
439 811 76
187 448 17
935 948 21
293 556 43
716 268 55
816 103 54
484 729 46
621 72 63
477 390 70
119 549 12
558 497 77
516 246 78
997 118 91
61 544 51
958 753 78
107 22 73
355 828 48
686 422 30
914 952 84
833 461 29
946 34 14
793 558 2
796 801 23
790 553 24
960 941 61
808 978 41
726 466 51
174 463 86
791 157 68
564 262 90
235 950 56
699 638 19
84 135 99
974 686 16
267 740 13
833 363 78
658 37 58
590 225 52
452 578 98
666 381 90
186 45 42
410 998 31
518 186 6
365 457 60
693 219 42
284 998 42
510 763 11
106 51 52
148 444 93
254 64 58
696 328 17
621 996 55
39 462 36
500 49 50
680 835 16
261 995 5
521 444 10
999 567 90
163 217 23
867 106 36
699 684 76
124 272 17
162 138 88
79 183 60
936 410 76
300 346 52
221 981 37
956 450 38
312 36 51
428 835 24
772 208 18
225 747 62
943 14 33
484 673 14
693 146 68
376 899 79
86 94 59
522 712 35
971 994 29
321 432 77
846 159 98
806 897 84
299 359 35
86 204 96
946 448 96
950 263 52
327 33 61
758 733 94
36 747 100
433 579 87
581 772 50
868 324 11
909 993 67
982 71 48
983 770 28
719 39 16
943 203 87
157 940 52
75 608 76
274 105 35
900 352 11
906 623 88
594 510 96
972 199 39
527 836 67
327 293 53
747 465 20
783 196 38
392 493 73
448 597 96
511 826 78
667 676 30
995 486 85
527 276 18
484 551 12
178 354 65
407 5 66
648 608 6
12 39 32
131 204 83
897 223 5
44 640 76
326 856 88
874 899 6
721 74 61
968 881 11
82 322 14
188 126 41
9 888 29
365 609 96
103 755 78
661 695 8
979 200 32
32 293 76
318 484 81
484 770 96
314 598 10
497 228 97
438 41 22
234 61 44
398 750 63
165 441 22
694 986 26
279 826 97
142 104 14
80 939 22
547 339 75
631 207 91
339 722 55
897 200 93
770 605 94
424 81 67
7 335 40
214 645 59
23 11 49
898 455 71
393 963 24
466 475 51
178 277 68
138 61 17
234 38 39
61 337 99
246 564 62
338 676 100
351 702 85
752 873 74
148 344 23
693 854 32
908 956 41
148 480 8
495 283 36
822 253 27
269 117 100
299 481 31
687 597 71
704 859 84
573 137 41
819 97 70
344 896 17
734 362 77
801 39 94
155 538 19
942 545 54
252 820 34
387 679 50
543 977 25
606 958 23
984 515 77
66 222 19
75 877 82
111 280 83
886 864 79
96 402 86
475 633 47
148 816 30
469 585 85
543 597 94
777 909 80
970 803 1
550 632 28
121 200 69
1000 158 91
411 538 14
146 411 4
775 172 20
139 331 72
181 921 86
875 195 58
99 66 53
326 928 85
834 515 37
712 503 28
393 642 22
26 212 5
32 802 6
100 864 5
319 541 37
228 581 56
386 558 56
880 779 42
744 740 85
27 17 77
284 40 49
713 811 43
433 495 93
510 44 2
364 929 73
372 820 50
81 920 100
532 487 12
174 869 91
515 334 92
679 297 55
263 861 82
402 138 38
43 389 70
196 940 97
287 706 11
292 987 71
660 967 65
599 871 45
406 729 33
923 927 22
443 922 25
576 457 37
716 920 36
116 913 93
65 990 92
23 664 87
218 945 2
71 448 23
419 429 26
532 317 16
377 329 63
910 46 92
186 816 76
294 372 40
98 642 84
139 594 80
811 771 56
759 255 86
373 419 74
649 152 75
79 422 96
132 305 90
92 212 82
736 430 68
330 284 49
903 421 65
295 221 65
851 551 29
789 694 32
119 79 77
544 879 35
196 162 31
262 23 1
397 88 64
439 519 50
324 658 69
917 407 30
983 989 88
669 120 3
894 710 52
71 210 67
382 486 22
186 999 45
